funcaoHash,tamanhoConjuntoDados,mediaGap
HashRehashing,100000,10.458682439891694
HashRehashing,1000000,1.2054292533571205
HashRehashing,10000000,1.2042244192627738
HashEncadeamento,100000,10.50818187097149
HashEncadeamento,1000000,1.5821143044212413
HashEncadeamento,10000000,1.0
HashDuplo,100000,10.000566698149898
HashDuplo,1000000,1.111827622245447
HashDuplo,10000000,1.1108025548458762
